XP,Cluster_Observables_Vector
1.4642663739656108,2
0.39598034362973566,1
2.594491712937551,2
-0.7939835833119322,1
-0.2350245690273318,1
-0.8238252474817186,1
0.543615896750154,2
0.9230865694651675,2
0.7524400484010819,2
-0.18772153009846035,1
1.0468929852381839,2
0.4007007734728436,1
0.020833567536849916,1
1.0690829270128521,2
1.2770739030317404,2
0.413587954936347,1
-0.6913275147475738,1
-0.3072731329533471,1
-1.4884839384190194,0
0.2259299174401708,1
0.8683864234591857,2
-0.33576639642800493,1
-0.4062448765624215,1
1.79681805002822,2
1.0642656126113235,2
-2.299368269140449,0
0.9729430614756046,2
-0.6717712192509204,1
0.4946568867946042,2
-1.0493344534472109,1
1.4035687234354108,2
0.7642050285697477,2
-0.8236163469932574,1
0.9991593933580263,2
0.8987305460905588,2
0.9870578872546584,2
-2.861350720432587,0
-2.625355024160903,0
-0.3940374228803901,1
-0.37643713340382984,1
0.9763894819720038,2
0.5817275293100568,2
0.5008033048636628,2
1.8232608423407832,2
-2.151519476386669,0
0.5087707040658067,2
0.3735138643067096,1
1.0623717854930324,2
0.0957231302570985,1
-1.9317832826110068,0
0.7883659986626745,2
0.46815491860804803,2
-2.0379214842358238,0
0.8692322489083548,2
0.8216218328133605,2
-0.5772096707769954,1
-0.8737072196601045,1
0.10364338749357796,1
1.604835648530222,2
-0.5609568722068241,1
1.6015965524729043,2
-1.4042160385934581,0
-1.6340868161253719,0
-1.7318010339571428,0
0.3907205914503755,1
0.24997887160305707,1
2.0272761086471967,2
-0.14165795732810668,1
0.27397652175094556,1
-0.7422502005051648,1
-1.2424440762727245,0
-2.152603516244524,0
-0.6141511140478066,1
1.934960376501587,2
-2.870547241280549,0
0.5517603203013604,2
0.23879683193383108,1
-0.41827091638781794,1
0.2329195162476625,1
-0.17105148202303358,1
1.5004191709882004,2
-0.016130270224850342,1
0.8242378084758295,2
0.1766893184408471,1
-0.49773806947322985,1
0.07865580288087419,1
-0.21119699167028116,1
-0.3435353172651027,1
0.3290374561164371,1
0.16753550596733338,1
0.4904366611483091,2
0.514371387757302,2
2.6326284512893015,2
1.3220088435660111,2
-0.7714986580392659,1
1.1842854771019244,2
1.0382054559502887,2
-0.39895648851843724,1
-1.684550043680363,0
0.3908455525202081,1
-1.285210011243518,0
